subj_idx,stim,rt,response,theta,dbs,conf
0,LL,1.21,1.0,0.65627512226100004,1,HC
0,WL,1.6299999999999999,1.0,-0.32788867166199998,1,LC
0,WW,1.03,1.0,-0.480284512399,1,HC
0,WL,2.77,1.0,1.9274273452399999,1,LC
0,WW,1.1399999999999999,0.0,-0.21323572605999999,1,HC
0,WL,1.1499999999999999,1.0,-0.43620365940099998,1,LC
0,LL,2.0,1.0,-0.27447891439400002,1,HC
0,WL,1.04,0.0,0.66695707371400004,1,LC
0,WW,0.85699999999999998,1.0,0.11861689909799999,1,HC
0,WL,1.5,0.0,0.82362569503299998,1,LC
0,LL,1.72,1.0,0.64915382129200006,1,HC
0,WL,0.65600000000000003,0.0,0.093692345706099994,1,LC
0,WW,1.72,1.0,-0.83207678026999998,1,HC
0,LL,1.72,1.0,-0.13525748044899999,1,HC
0,WL,1.3600000000000001,1.0,-0.038051722221300002,1,LC
0,WL,1.5700000000000001,0.0,0.28952812235499997,1,LC
0,LL,2.4399999999999999,0.0,-0.49737563472500002,1,HC
0,WL,2.3599999999999999,0.0,0.079449743768,1,LC
0,WL,1.3799999999999999,1.0,0.99097626780600001,1,LC
0,WL,1.01,1.0,-1.0385945083699999,1,LC
0,LL,0.98699999999999999,0.0,-0.99942735304300001,1,HC
0,WL,1.01,0.0,1.28294960754,1,LC
0,WW,2.3799999999999999,1.0,-0.45678421920099999,1,HC
0,WL,1.51,0.0,0.075889093283500006,1,LC
0,LL,1.1699999999999999,0.0,1.12272033573,1,HC
0,WW,1.8799999999999999,0.0,-0.27803956487800002,1,HC
0,WL,1.05,1.0,-0.46568584541300001,1,LC
0,WL,3.25,0.0,-0.20077344936399999,1,LC
0,WL,1.53,1.0,3.4442644516400001,1,LC
0,WW,0.97199999999999998,1.0,0.10437429716,1,HC
0,LL,2.8399999999999999,0.0,0.0901316952216,1,HC
0,WL,1.6000000000000001,0.0,0.147102102974,1,LC
0,WL,2.7400000000000002,1.0,-0.43111192920800001,1,LC
0,WW,2.2999999999999998,1.0,0.52097040384899995,1,HC
0,LL,2.3500000000000001,1.0,-0.122083073656,1,HC
0,WL,1.53,1.0,1.7992439277900001,1,LC
0,WW,1.7,1.0,0.19695120975700001,1,HC
0,WL,0.66100000000000003,1.0,-0.21964489693200001,1,LC
0,LL,1.46,1.0,-0.059415625128500002,1,HC
0,WW,1.96,1.0,-1.83974086739,1,HC
0,LL,2.7599999999999998,1.0,-0.66437014244899995,1,HC
0,WL,2.1699999999999999,1.0,0.065207141829900006,1,LC
0,WL,0.78200000000000003,1.0,-0.111401122203,1,LC
0,WL,3.21,0.0,-0.31685065515999999,1,LC
0,WL,1.9099999999999999,1.0,-0.22000096197999999,1,LC
0,LL,2.1499999999999999,0.0,-0.418186767949,1,HC
0,WW,3.1499999999999999,0.0,-0.60953612498700005,1,HC
0,WL,1.48,1.0,0.050964539891799998,1,LC
0,WL,1.3500000000000001,1.0,0.41771153979800002,1,LC
0,WW,1.3799999999999999,0.0,-0.034491071736800001,1,HC
0,LL,1.3799999999999999,0.0,-0.14202271636899999,1,HC
0,WL,1.54,1.0,1.3114348114100001,1,LC
0,LL,3.1699999999999999,1.0,0.147102102974,1,HC
0,WW,0.94599999999999995,1.0,-0.73629528223600005,1,HC
0,WL,2.2400000000000002,1.0,0.097252996190600002,1,LC
0,LL,3.8300000000000001,0.0,-0.179409546457,1,HC
0,WL,2.23,0.0,1.93810929669,1,LC
0,WL,2.5,0.0,-0.89260783850699998,1,LC
0,WW,1.2,1.0,0.396347636891,1,HC
0,WL,1.6499999999999999,1.0,2.0306862092900002,1,LC
0,WL,1.5900000000000001,0.0,0.011797384562,1,LC
0,WW,1.2,1.0,0.26460356896300002,1,HC
0,LL,1.49,0.0,-0.60312695411499995,1,HC
0,WL,1.9399999999999999,0.0,-0.29370642700999999,1,LC
0,WW,1.5600000000000001,0.0,0.24680031654099999,1,HC
0,WL,1.8300000000000001,0.0,-0.60668760460000004,1,LC
0,LL,0.88600000000000001,1.0,0.63847186983799997,1,HC
0,WL,0.71399999999999997,0.0,1.1868120444500001,1,LC
0,WW,1.8400000000000001,0.0,0.18626925830400001,1,HC
0,WL,0.63200000000000001,1.0,-0.88192588705399999,1,LC
0,LL,0.96799999999999997,1.0,-0.077218877551100004,1,HC
0,WL,2.2799999999999998,0.0,-1.74004265382,1,LC
0,WL,1.98,0.0,-1.25223353744,1,LC
0,LL,0.84099999999999997,1.0,0.23255771460300001,1,HC
0,WW,1.96,0.0,0.51028845239499998,1,HC
0,WL,1.8899999999999999,0.0,-0.63196822304,1,LC
0,WW,2.3500000000000001,0.0,-0.168727595003,1,HC
0,WL,2.0800000000000001,0.0,-1.18458117824,1,LC
0,LL,2.8700000000000001,0.0,-0.34035094835700003,1,HC
0,WW,3.23,0.0,-0.83919808123899997,1,HC
0,LL,3.6600000000000001,0.0,-0.54259589587799995,1,HC
0,WL,0.90700000000000003,0.0,-0.44610226774799999,1,LC
0,WL,2.1899999999999999,1.0,0.050964539891799998,1,LC
0,WL,1.4099999999999999,0.0,-0.046597283384200001,1,LC
0,WL,1.1599999999999999,0.0,-0.64158197934799999,1,LC
0,WW,1.98,0.0,1.18325139397,1,HC
0,WL,0.94699999999999995,0.0,-0.53939131044199995,1,LC
0,WL,1.05,0.0,-0.71706776961999996,1,LC
0,LL,0.60199999999999998,0.0,-0.041612372705800003,1,HC
0,WW,0.94699999999999995,1.0,-0.0060058678605999999,1,HC
0,LL,1.25,0.0,-0.104635886282,1,HC
0,WL,1.6100000000000001,0.0,1.3612839182000001,1,LC
0,WW,0.94999999999999996,1.0,0.46043934561200001,1,HC
0,WL,1.9199999999999999,0.0,-0.63730919876699998,1,LC
0,WW,2.1699999999999999,0.0,-0.352101094956,1,HC
0,LL,1.98,0.0,-2.9613457700199999,1,HC
0,WL,1.47,1.0,-0.49310285414299998,1,LC
0,WL,0.87,1.0,1.71378831616,1,LC
0,WW,1.1000000000000001,0.0,-1.1632172753300001,1,HC
0,WL,0.746,1.0,2.33334150047,1,LC
0,WL,1.6299999999999999,1.0,-0.22569800275599999,1,LC
0,LL,2.2000000000000002,1.0,-0.39020005514099998,1,HC
0,WL,3.3700000000000001,1.0,-0.54366409102400004,1,LC
0,WW,2.7200000000000002,0.0,-2.15307811003,1,HC
0,WW,1.04,0.0,-0.40793209455399998,1,HC
0,LL,1.9299999999999999,0.0,-0.22569800275599999,1,HC
0,WL,1.1299999999999999,1.0,3.5154774613300002,1,LC
0,WL,2.0299999999999998,0.0,-0.47814812210800001,1,LC
0,WW,1.95,1.0,-0.46283732502500002,1,HC
0,LL,1.5,1.0,-0.319699175547,1,HC
0,WL,1.45,1.0,-0.082915918326300006,1,LC
0,WL,0.96499999999999997,0.0,3.5866904710199998,1,LC
0,WW,1.8700000000000001,0.0,0.77733723873500005,1,HC
0,LL,1.6499999999999999,0.0,-2.09254705179,1,HC
0,WL,2.7799999999999998,1.0,-0.60134662887300006,1,LC
0,WL,0.99399999999999999,0.0,-0.22925865324,1,LC
0,WL,1.1299999999999999,1.0,0.179147957335,1,LC
0,LL,1.5600000000000001,1.0,-0.40992605882499999,1,HC
0,WL,1.1100000000000001,1.0,2.903045578,1,LC
0,WL,1.6599999999999999,0.0,-0.023809120283200001,1,LC
0,WL,1.3700000000000001,0.0,0.0580858408608,1,LC
0,LL,1.1499999999999999,1.0,0.35718048156100002,1,HC
0,WW,3.8599999999999999,1.0,0.10081364667499999,1,HC
0,WL,1.6499999999999999,0.0,-1.0279125569200001,1,LC
0,WL,2.6299999999999999,0.0,0.99453691829099999,1,LC
0,LL,0.81399999999999995,1.0,-1.43738736264,1,HC
0,LL,1.0800000000000001,1.0,-0.16409874937300001,1,HC
0,WL,2.52,1.0,-0.20540229499400001,1,LC
0,WW,2.0299999999999998,1.0,0.0011154331084499999,1,HC
0,WL,0.83299999999999996,1.0,-0.441473422118,1,LC
0,WL,3.3599999999999999,1.0,-1.1062468675799999,1,LC
0,LL,1.5900000000000001,0.0,-0.23637995420899999,1,HC
0,WW,1.6299999999999999,1.0,-0.73522708709100004,1,HC
0,WL,1.24,0.0,-1.39465955682,1,LC
0,WL,2.7000000000000002,0.0,-0.082203788229399999,1,LC
0,WL,1.73,1.0,0.12929885055099999,1,LC
0,WL,2.8599999999999999,0.0,-0.79290962493999995,1,LC
0,WW,1.95,0.0,0.13642015152,1,HC
0,LL,2.02,1.0,0.065207141829900006,1,HC
0,LL,1.3600000000000001,1.0,1.30787416093,1,HC
0,WW,2.0699999999999998,0.0,0.243239666056,1,HC
0,WL,2.1899999999999999,0.0,-0.28765332118600001,1,LC
0,WL,1.25,1.0,1.74583417053,1,LC
0,WL,1.6000000000000001,0.0,0.17202665636600001,1,LC
0,WW,1.75,1.0,-0.78578832397099996,1,HC
0,WL,1.3600000000000001,1.0,0.23611836508699999,1,LC
0,LL,1.1499999999999999,1.0,2.30841694708,1,HC
0,WL,2.2000000000000002,0.0,-0.0202484697987,1,LC
0,WW,1.1399999999999999,0.0,-1.88958997417,1,HC
0,LL,2.3399999999999999,1.0,-0.49595137453100002,1,HC
0,WL,2.25,0.0,-0.065181936925999995,0,LC
0,LL,1.23,1.0,0.41448624895500003,0,HC
0,WW,1.9199999999999999,1.0,-1.2856709876700001,0,HC
0,WL,2.02,1.0,1.4750859044,0,LC
0,WW,2.6899999999999999,0.0,-0.89447493384900001,0,HC
0,WL,2.6600000000000001,0.0,-0.178703407584,0,LC
0,WL,2.3999999999999999,0.0,-0.33166426241500002,0,LC
0,LL,2.3799999999999999,1.0,0.174652156015,0,HC
0,WL,3.1499999999999999,1.0,-0.27623593871399998,0,LC
0,WW,1.3100000000000001,0.0,0.71827610001300002,0,HC
0,LL,2.2599999999999998,1.0,-0.30395010056400001,0,HC
0,WL,1.8400000000000001,1.0,-0.81719505945699999,0,LC
0,WL,1.71,1.0,-0.28849412568600002,0,LC
0,WW,1.8200000000000001,1.0,-0.18669787734900001,0,HC
0,LL,1.98,1.0,1.2992075695800001,0,HC
0,WL,2.0299999999999998,1.0,1.6296456531900001,0,LC
0,WW,1.1499999999999999,0.0,0.043009887222700001,0,HC
0,LL,3.52,0.0,-1.42957144343,0,HC
0,WL,1.28,1.0,0.201300388563,0,LC
0,WL,1.3799999999999999,0.0,-0.36220313691599998,0,LC
0,WL,1.99,1.0,-0.36033776063799999,0,LC
0,WW,3.29,0.0,0.98475842550199999,0,HC
0,WL,1.1000000000000001,1.0,1.2512407509900001,0,LC
0,LL,1.74,1.0,0.56371635122899999,0,HC
0,WL,1.8200000000000001,1.0,-0.34418893171300002,0,LC
0,WL,1.1499999999999999,0.0,2.9140904620499999,0,LC
0,LL,1.98,0.0,1.13931817429,0,HC
0,WW,1.6799999999999999,0.0,0.0222242658346,0,HC
0,WL,1.6699999999999999,1.0,-1.3176488667299999,0,LC
0,WW,2.2400000000000002,1.0,-0.65623973486099996,0,HC
0,WL,1.6399999999999999,1.0,0.14267427695599999,0,LC
0,LL,1.5,1.0,2.4397519226700002,0,HC
0,WL,1.1599999999999999,1.0,0.86217655577700003,0,LC
0,WL,1.26,1.0,-0.72499217483800005,0,LC
0,LL,2.52,1.0,0.238607914132,0,HC
0,WL,2.3100000000000001,1.0,0.41981589546499998,0,LC
0,WW,0.98199999999999998,1.0,0.50509023962099997,0,HC
0,WW,2.8700000000000001,0.0,-0.68075610880600002,0,HC
0,LL,3.8199999999999998,1.0,-0.114747649467,0,HC
0,WL,1.3899999999999999,1.0,1.1606367603300001,0,LC
0,WL,1.55,1.0,-0.442361020424,0,LC
0,WL,0.93999999999999995,1.0,0.69695751397399996,0,LC
0,WL,1.78,1.0,-1.32297851324,0,LC
0,LL,3.5099999999999998,1.0,-1.8559431642099999,0,HC
0,WW,2.0299999999999998,1.0,-1.2750116946500001,0,HC
0,WL,2.75,1.0,1.01673630456,0,LC
0,LL,1.1699999999999999,0.0,0.057932897450100003,0,HC
0,WW,1.0600000000000001,1.0,-0.536855653042,0,HC
0,WL,3.4199999999999999,1.0,0.49443094660199999,0,LC
0,WL,2.6299999999999999,0.0,0.67563892793500002,0,LC
0,WW,0.93999999999999995,1.0,0.34520084432800002,0,HC
0,LL,3.2200000000000002,0.0,-0.14565959922400001,0,HC
0,WL,1.1599999999999999,1.0,-0.51873485490899995,0,LC
0,WL,2.4300000000000002,0.0,-0.55017976931699997,0,LC
0,WW,1.1000000000000001,1.0,1.0433845371099999,0,HC
0,WW,2.1299999999999999,0.0,2.2745328808699998,0,HC
0,LL,3.02,0.0,-0.23999434244699999,0,HC
0,WL,0.98699999999999999,1.0,-0.37813877998099998,0,LC
0,WL,0.92800000000000005,0.0,-0.52193264281499996,0,LC
0,WW,3.0699999999999998,0.0,-0.41064962369000002,0,HC
0,LL,1.71,0.0,1.9067872717000001,0,HC
0,WL,1.3999999999999999,1.0,0.97942877899299996,0,LC
0,WL,1.8,1.0,-1.6747351828799999,0,LC
0,WW,1.1599999999999999,0.0,-1.5841311922200001,0,HC
0,LL,1.02,0.0,-0.85077183246900001,0,HC
0,WL,1.49,1.0,1.4750859044,0,LC
0,WL,2.0800000000000001,1.0,-0.70687137670400002,0,LC
0,LL,1.1699999999999999,0.0,-0.28049965592100001,0,HC
0,WL,1.6599999999999999,1.0,-0.029473305310399999,0,LC
0,WL,1.6200000000000001,1.0,-0.50754259723799999,0,LC
0,WW,0.67500000000000004,0.0,0.29723402574000002,0,HC
0,WW,1.53,0.0,1.4804155509100001,0,HC
0,LL,1.95,0.0,-0.40137603876299999,0,HC
0,WL,2.1099999999999999,1.0,0.47844200707200002,0,LC
0,WL,1.78,1.0,1.0913513557000001,0,LC
0,WW,0.88800000000000001,1.0,0.76091327209100001,0,HC
0,LL,1.8400000000000001,1.0,0.79822079765999998,0,HC
0,WL,0.84699999999999998,1.0,0.62234246283700001,0,LC
0,WL,1.3799999999999999,1.0,-0.48409215259499999,0,LC
0,WL,1.47,1.0,-0.41491334089800003,0,LC
0,LL,1.8700000000000001,0.0,-1.17374841096,0,HC
0,WW,2.5600000000000001,1.0,0.67030928142500001,0,HC
0,LL,2.3100000000000001,0.0,0.127218302077,0,HC
0,WL,1.7,0.0,-1.5468236666499999,0,LC
0,WL,1.29,1.0,-0.84490922130799995,0,LC
0,WL,1.72,1.0,-0.0049569313653499997,0,LC
0,LL,1.6599999999999999,1.0,-0.94457361104100002,0,HC
0,WW,1.24,0.0,0.88349514181599997,0,HC
0,WL,0.80400000000000005,0.0,-0.42631878442900001,0,LC
0,WL,3.1299999999999999,1.0,-0.63545411347299996,0,LC
0,WL,1.3400000000000001,0.0,0.63300175585600005,0,LC
0,WW,1.04,1.0,0.83019867671799996,0,HC
0,LL,0.93500000000000005,0.0,-1.40292321088,0,HC
0,WL,0.97799999999999998,1.0,-0.86196409013899999,0,LC
0,WW,1.24,1.0,0.40915660244500002,0,HC
0,WL,0.70399999999999996,0.0,0.21195968158299999,0,LC
0,LL,1.71,1.0,-0.030539234612300001,0,HC
0,WL,0.95299999999999996,1.0,-0.044396315537799998,0,LC
0,WL,1.24,0.0,-1.0564961877500001,0,LC
0,WW,1.8100000000000001,1.0,-0.0188140122908,0,HC
0,LL,1.49,0.0,-1.24303381559,0,HC
0,WL,2.0899999999999999,1.0,-0.52939414792899997,0,LC
0,WW,0.82699999999999996,1.0,-0.23519766058800001,0,HC
0,WL,0.74399999999999999,0.0,0.43580483499400002,0,LC
0,LL,2.0299999999999998,0.0,0.49443094660199999,0,HC
0,WW,1.1899999999999999,1.0,1.15530711382,0,HC
0,WL,0.46899999999999997,1.0,-0.25811514058000001,0,LC
0,WL,0.94499999999999995,0.0,0.19064109554399999,0,LC
0,WW,1.03,1.0,-1.01385901567,0,HC
0,WL,0.77300000000000002,0.0,-1.0351776017100001,0,LC
0,WL,1.24,1.0,-0.224005402918,0,LC
0,LL,1.0800000000000001,1.0,0.098438210924500003,0,HC
0,LL,1.45,0.0,-0.156851856894,0,HC
0,WL,1.4299999999999999,1.0,1.9600837367899999,0,LC
0,WW,2.3100000000000001,1.0,1.6189863601700001,0,HC
0,WL,1.1799999999999999,1.0,-1.09380371332,0,LC
0,WW,1.3899999999999999,0.0,-0.25491735267400001,0,HC
0,WL,1.3300000000000001,0.0,-2.2183591268799998,0,LC
0,WL,1.5800000000000001,1.0,-1.8559431642099999,0,LC
0,WL,1.5900000000000001,1.0,-0.45957577864999999,0,LC
0,LL,0.84799999999999998,0.0,0.78223185812999996,0,HC
0,WL,0.91000000000000003,1.0,-0.58642136558299995,0,LC
0,WW,1.6599999999999999,0.0,0.86217655577700003,0,HC
0,WL,1.46,1.0,0.89415443483599999,0,LC
0,LL,2.0099999999999998,1.0,0.082449271395200002,0,HC
0,WL,1.75,1.0,0.048339533732500002,0,LC
0,WW,2.3700000000000001,1.0,0.62767210934700002,0,HC
0,LL,1.8100000000000001,0.0,-1.9572064479,0,HC
0,WL,1.76,0.0,0.30256367224899999,0,LC
0,WW,2.8300000000000001,1.0,2.4184333366400002,0,HC
0,WL,2.8700000000000001,1.0,-0.40425404787899999,0,LC
0,LL,1.2,1.0,-0.76762934691600004,0,HC
0,WW,2.1899999999999999,0.0,-1.17374841096,0,HC
0,WL,1.26,1.0,2.5676634389099999,0,LC
