0 1.2820005
0 1.0600005
0 0.9560005
0 0.8880005
0 0.8370005
0 0.7960005
0 0.7620005
0 0.7330005
0 0.7080005
0 0.6850005
0 0.6650005
0 0.6470005
0 0.6300005
0 0.6140005
0 0.6000005
0 0.5860005
0 0.5740005
0 0.5620005
0 0.5500005
0 0.5400005
0 0.5300005
0 0.5200005
0 0.5110005
0 0.5020005
0 0.4930005
0 0.4850005
0 0.4780005
0 0.4700005
0 0.4630005
0 0.4560005
0 0.4490005
0 0.4420005
0 0.4360005
0 0.4300005
0 0.4240005
0 0.4180005
0 0.4120005
0 0.4060005
0 0.4010005
0 0.3950005
0 0.3900005
0 0.3840005
0 0.3790005
0 0.3730005
0 0.3680005
0 0.3620005
0 0.3560005
0 0.3500005
0 0.3420005
0 0.3320005
1 0.3320005
1 0.3420005
1 0.3500005
1 0.3560005
1 0.3620005
1 0.3680005
1 0.3730005
1 0.3790005
1 0.3840005
1 0.3900005
1 0.3950005
1 0.4010005
1 0.4060005
1 0.4120005
1 0.4180005
1 0.4240005
1 0.4300005
1 0.4360005
1 0.4420005
1 0.4490005
1 0.4560005
1 0.4630005
1 0.4700005
1 0.4780005
1 0.4850005
1 0.4930005
1 0.5020005
1 0.5110005
1 0.5200005
1 0.5300005
1 0.5400005
1 0.5500005
1 0.5620005
1 0.5740005
1 0.5860005
1 0.6000005
1 0.6140005
1 0.6300005
1 0.6470005
1 0.6650005
1 0.6850005
1 0.7080005
1 0.7330005
1 0.7620005
1 0.7960005
1 0.8370005
1 0.8880005
1 0.9560005
1 1.0600005
1 1.2820005
